Stock,LIMIT_UP_PRICE,LIMIT_UP_TIME,BREAK_LIMIT_UP_TIME,Date,Ticker
002548.SZ,8.23,2020-02-10 10:18:01.410,2020-02-10 10:18:12.400,20200210,128036.SZ
002551.SZ,9.36,2020-02-10 09:25:00.000,2020-02-10 10:08:41.450,20200210,128053.SZ
002772.SZ,7.11,2020-02-10 13:39:05.160,2020-02-10 13:43:50.280,20200210,128026.SZ
002842.SZ,10.81,2020-02-10 10:55:10.100,2020-02-10 11:09:09.660,20200210,128072.SZ
300437.SZ,12.01,2020-02-10 10:49:48.220,2020-02-10 10:51:15.360,20200210,123028.SZ
300568.SZ,35.85,2020-02-10 10:39:23.740,2020-02-10 10:40:21.230,20200210,123009.SZ
000665.SZ,6.16,2020-02-11 10:47:03.340,2020-02-11 11:29:57.170,20200211,127007.SZ
002496.SZ,2.61,2020-02-11 09:25:00.000,2020-02-11 09:30:08.060,20200211,128012.SZ
002783.SZ,11.18,2020-02-11 10:06:33.430,2020-02-11 10:12:04.000,20200211,128052.SZ
300568.SZ,39.44,2020-02-11 11:14:41.830,2020-02-11 11:15:19.930,20200211,123009.SZ
300677.SZ,30.42,2020-02-11 13:19:12.060,2020-02-11 13:21:30.580,20200211,123029.SZ
002245.SZ,4.99,2020-02-12 09:34:46.200,2020-02-12 11:29:45.310,20200212,128010.SZ
002391.SZ,9.27,2020-02-12 09:33:43.620,2020-02-12 09:33:58.220,20200212,128055.SZ
002460.SZ,58.44,2020-02-12 11:07:16.510,2020-02-12 15:00:00.000,20200212,128028.SZ
002497.SZ,11.53,2020-02-12 11:14:47.960,2020-02-12 11:16:56.910,20200212,128065.SZ
300168.SZ,19.43,2020-02-12 11:15:04.590,2020-02-12 15:00:00.000,20200212,123021.SZ
300393.SZ,18.06,2020-02-12 13:45:27.620,2020-02-12 13:46:03.090,20200212,123019.SZ
300450.SZ,51.22,2020-02-12 13:07:32.740,2020-02-12 13:11:28.180,20200212,123036.SZ
300618.SZ,90.9,2020-02-12 14:19:16.810,2020-02-12 14:21:53.740,20200212,123017.SZ
300677.SZ,33.46,2020-02-12 14:07:49.700,2020-02-12 15:00:00.000,20200212,123029.SZ
002245.SZ,5.49,2020-02-13 09:30:00.120,2020-02-13 09:30:00.130,20200213,128010.SZ
002391.SZ,10.01,2020-02-13 09:39:51.780,2020-02-13 10:03:12.850,20200213,128055.SZ
002538.SZ,4.95,2020-02-13 09:46:27.170,2020-02-13 09:47:14.930,20200213,128064.SZ
002562.SZ,5.0,2020-02-13 14:21:01.540,2020-02-13 14:23:10.900,20200213,128021.SZ
000665.SZ,6.5,2020-02-14 14:28:18.260,2020-02-14 14:29:29.270,20200214,127007.SZ
002002.SZ,4.5,2020-02-14 11:11:15.260,2020-02-14 11:18:51.090,20200214,128085.SZ
002391.SZ,11.01,2020-02-14 13:35:14.330,2020-02-14 14:08:40.750,20200214,128055.SZ
300655.SZ,42.99,2020-02-14 14:48:38.290,2020-02-14 15:00:00.000,20200214,123031.SZ
000665.SZ,7.15,2020-02-17 14:24:37.750,2020-02-17 15:00:00.000,20200217,127007.SZ
002013.SZ,7.33,2020-02-17 10:14:21.220,2020-02-17 10:14:50.770,20200217,128045.SZ
002368.SZ,45.65,2020-02-17 11:15:58.790,2020-02-17 11:29:34.660,20200217,128078.SZ
002391.SZ,11.97,2020-02-17 09:31:35.330,2020-02-17 13:44:49.340,20200217,128055.SZ
002916.SZ,214.83,2020-02-17 11:27:05.410,2020-02-17 11:29:13.360,20200217,128088.SZ
300168.SZ,19.91,2020-02-17 10:01:22.320,2020-02-17 11:29:27.980,20200217,123021.SZ
300545.SZ,35.16,2020-02-17 13:08:28.160,2020-02-17 13:42:56.030,20200217,123038.SZ
300618.SZ,91.91,2020-02-17 14:56:29.520,2020-02-17 15:00:00.000,20200217,123017.SZ
300655.SZ,47.29,2020-02-17 14:56:01.010,2020-02-17 15:00:00.000,20200217,123031.SZ
002002.SZ,5.04,2020-02-18 10:17:35.470,2020-02-18 10:18:56.010,20200218,128085.SZ
002527.SZ,5.74,2020-02-18 09:34:33.270,2020-02-18 11:29:49.690,20200218,128018.SZ
300545.SZ,38.68,2020-02-18 14:06:22.880,2020-02-18 15:00:00.000,20200218,123038.SZ
300655.SZ,52.02,2020-02-18 13:57:12.360,2020-02-18 14:05:20.960,20200218,123031.SZ
000700.SZ,15.6,2020-02-19 14:42:54.390,2020-02-19 15:00:00.000,20200219,127004.SZ
002074.SZ,27.74,2020-02-19 09:25:00.000,2020-02-19 09:35:06.650,20200219,128086.SZ
002100.SZ,12.95,2020-02-19 10:28:47.880,2020-02-19 11:29:59.770,20200219,128030.SZ
002131.SZ,3.92,2020-02-19 13:06:42.700,2020-02-19 13:21:33.970,20200219,128038.SZ
002455.SZ,5.76,2020-02-19 09:25:00.000,2020-02-19 10:36:59.210,20200219,128093.SZ
002527.SZ,6.31,2020-02-19 09:40:17.010,2020-02-19 09:48:27.160,20200219,128018.SZ
002542.SZ,3.87,2020-02-19 09:40:41.670,2020-02-19 11:15:18.840,20200219,128037.SZ
002741.SZ,14.98,2020-02-19 09:25:00.000,2020-02-19 11:29:41.540,20200219,128051.SZ
002823.SZ,13.32,2020-02-19 09:34:30.020,2020-02-19 11:29:38.020,20200219,128042.SZ
002928.SZ,12.74,2020-02-19 11:20:04.100,2020-02-19 11:20:31.420,20200219,128077.SZ
300545.SZ,42.55,2020-02-19 10:41:15.200,2020-02-19 11:16:09.540,20200219,123038.SZ
300655.SZ,57.22,2020-02-19 10:29:39.750,2020-02-19 10:31:16.290,20200219,123031.SZ
002002.SZ,5.21,2020-02-20 13:55:43.350,2020-02-20 15:00:00.000,20200220,128085.SZ
002455.SZ,6.34,2020-02-20 09:25:00.000,2020-02-20 10:29:13.080,20200220,128093.SZ
002823.SZ,14.65,2020-02-20 09:30:50.280,2020-02-20 09:31:08.730,20200220,128042.SZ
002865.SZ,14.75,2020-02-20 10:04:39.920,2020-02-20 11:09:38.160,20200220,128050.SZ
300057.SZ,6.13,2020-02-20 11:23:13.780,2020-02-20 11:29:57.540,20200220,123012.SZ
300059.SZ,17.34,2020-02-20 13:04:58.450,2020-02-20 15:00:00.000,20200220,123041.SZ
002131.SZ,4.37,2020-02-21 14:37:17.730,2020-02-21 15:00:00.000,20200221,128038.SZ
002224.SZ,8.2,2020-02-21 09:25:00.000,2020-02-21 11:29:52.940,20200221,128039.SZ
002245.SZ,5.64,2020-02-21 09:46:47.110,2020-02-21 15:00:00.000,20200221,128010.SZ
002455.SZ,6.97,2020-02-21 09:25:00.000,2020-02-21 09:34:12.340,20200221,128093.SZ
002510.SZ,7.62,2020-02-21 13:37:59.510,2020-02-21 13:48:44.750,20200221,128090.SZ
002631.SZ,9.49,2020-02-21 10:37:37.000,2020-02-21 11:01:05.640,20200221,128063.SZ
002841.SZ,96.99,2020-02-21 14:38:12.200,2020-02-21 15:00:00.000,20200221,128059.SZ
300057.SZ,6.74,2020-02-21 09:25:00.000,2020-02-21 10:12:20.740,20200221,123012.SZ
300297.SZ,6.3,2020-02-21 13:00:34.000,2020-02-21 13:28:59.300,20200221,123015.SZ
300545.SZ,44.57,2020-02-21 10:41:52.930,2020-02-21 11:16:06.260,20200221,123038.SZ
000070.SZ,12.26,2020-02-24 13:00:22.120,2020-02-24 13:02:26.560,20200224,127008.SZ
002551.SZ,6.95,2020-02-24 14:22:11.650,2020-02-24 14:45:54.780,20200224,128053.SZ
002806.SZ,15.29,2020-02-24 09:25:00.000,2020-02-24 10:41:37.070,20200224,128082.SZ
002916.SZ,258.4,2020-02-24 14:22:19.010,2020-02-24 14:39:58.170,20200224,128088.SZ
300655.SZ,59.41,2020-02-24 14:18:08.680,2020-02-24 14:19:11.770,20200224,123031.SZ
300677.SZ,38.41,2020-02-24 09:37:23.040,2020-02-24 10:04:33.590,20200224,123029.SZ
002284.SZ,5.94,2020-02-25 10:29:05.320,2020-02-25 10:51:48.240,20200225,128023.SZ
002460.SZ,60.49,2020-02-25 13:24:28.410,2020-02-25 15:00:00.000,20200225,128028.SZ
002527.SZ,6.84,2020-02-25 10:17:54.330,2020-02-25 10:49:04.880,20200225,128018.SZ
000065.SZ,8.55,2020-02-26 13:19:32.850,2020-02-26 13:21:38.080,20200226,127014.SZ
000876.SZ,24.84,2020-02-26 13:20:42.580,2020-02-26 13:30:44.770,20200226,127015.SZ
300539.SZ,8.14,2020-02-26 13:02:11.640,2020-02-26 13:04:31.920,20200226,123013.SZ
002551.SZ,7.54,2020-02-27 14:06:36.040,2020-02-27 14:48:10.540,20200227,128053.SZ
300168.SZ,21.44,2020-02-27 13:05:48.170,2020-02-27 13:09:00.590,20200227,123021.SZ
300450.SZ,60.19,2020-02-27 09:32:55.870,2020-02-27 09:46:12.010,20200227,123036.SZ
300677.SZ,41.8,2020-02-27 14:26:54.300,2020-02-27 15:00:00.000,20200227,123029.SZ
002551.SZ,8.29,2020-02-28 09:31:48.140,2020-02-28 14:27:33.380,20200228,128053.SZ
300677.SZ,45.98,2020-02-28 10:03:17.240,2020-02-28 10:18:03.210,20200228,123029.SZ
002391.SZ,10.35,2020-03-02 11:11:13.320,2020-03-02 11:13:17.480,20200302,128055.SZ
002446.SZ,8.87,2020-03-02 14:17:02.080,2020-03-02 14:19:54.950,20200302,128041.SZ
002548.SZ,8.72,2020-03-02 13:22:35.460,2020-03-02 13:33:25.270,20200302,128036.SZ
002551.SZ,9.12,2020-03-02 09:25:00.000,2020-03-02 09:30:03.620,20200302,128053.SZ
002916.SZ,228.34,2020-03-02 11:29:42.510,2020-03-02 15:00:00.000,20200302,128088.SZ
300168.SZ,22.18,2020-03-02 14:26:43.670,2020-03-02 14:50:02.610,20200302,123021.SZ
300260.SZ,14.33,2020-03-02 10:25:08.240,2020-03-02 10:30:27.960,20200302,123037.SZ
300422.SZ,12.87,2020-03-02 09:49:10.950,2020-03-02 14:18:08.750,20200302,123010.SZ
000665.SZ,7.73,2020-03-03 09:58:13.600,2020-03-03 11:03:09.160,20200303,127007.SZ
000700.SZ,12.42,2020-03-03 09:54:55.900,2020-03-03 13:08:43.480,20200303,127004.SZ
002131.SZ,4.47,2020-03-03 10:04:24.470,2020-03-03 10:05:07.590,20200303,128038.SZ
300260.SZ,15.76,2020-03-03 09:34:39.100,2020-03-03 11:26:46.440,20200303,123037.SZ
300497.SZ,26.24,2020-03-03 13:06:24.620,2020-03-03 13:06:57.150,20200303,123020.SZ
002496.SZ,3.16,2020-03-04 09:25:00.000,2020-03-04 14:17:07.150,20200304,128012.SZ
002658.SZ,7.45,2020-03-04 09:36:22.880,2020-03-04 11:17:40.300,20200304,128033.SZ
300260.SZ,17.34,2020-03-04 09:31:24.140,2020-03-04 09:31:50.730,20200304,123037.SZ
002100.SZ,14.87,2020-03-05 13:00:00.310,2020-03-05 14:42:08.080,20200305,128030.SZ
002548.SZ,10.23,2020-03-05 13:00:00.000,2020-03-05 13:34:52.840,20200305,128036.SZ
002551.SZ,8.36,2020-03-05 10:42:47.130,2020-03-05 11:29:59.780,20200305,128053.SZ
002567.SZ,9.37,2020-03-05 11:28:09.630,2020-03-05 13:09:13.960,20200305,128092.SZ
002839.SZ,6.09,2020-03-05 10:27:16.930,2020-03-05 15:00:00.000,20200305,128048.SZ
300040.SZ,6.22,2020-03-05 10:06:13.590,2020-03-05 10:16:30.330,20200305,123030.SZ
300260.SZ,16.83,2020-03-05 09:37:47.890,2020-03-05 14:48:54.050,20200305,123037.SZ
300265.SZ,8.16,2020-03-05 09:37:08.390,2020-03-05 11:04:38.410,20200305,123034.SZ
000700.SZ,13.85,2020-03-06 14:52:41.510,2020-03-06 14:54:29.500,20200306,127004.SZ
002551.SZ,9.2,2020-03-06 09:33:32.560,2020-03-06 11:29:45.970,20200306,128053.SZ
300197.SZ,3.51,2020-03-06 13:02:47.260,2020-03-06 13:19:04.390,20200306,123004.SZ
002551.SZ,10.12,2020-03-09 09:25:00.000,2020-03-09 11:15:02.260,20200309,128053.SZ
002928.SZ,13.32,2020-03-09 13:59:23.780,2020-03-09 15:00:00.000,20200309,128077.SZ
300265.SZ,9.13,2020-03-09 10:29:41.390,2020-03-09 10:30:53.910,20200309,123034.SZ
300568.SZ,38.72,2020-03-09 13:00:29.330,2020-03-09 15:00:00.000,20200309,123009.SZ
300677.SZ,51.48,2020-03-09 09:31:01.470,2020-03-09 09:39:17.360,20200309,123029.SZ
000665.SZ,7.1,2020-03-10 13:00:02.380,2020-03-10 13:00:09.170,20200310,127007.SZ
002551.SZ,11.13,2020-03-10 09:25:00.000,2020-03-10 09:30:00.000,20200310,128053.SZ
002860.SZ,25.95,2020-03-10 09:30:30.300,2020-03-10 09:30:57.470,20200310,128094.SZ
002916.SZ,246.28,2020-03-10 14:47:10.860,2020-03-10 15:00:00.000,20200310,128088.SZ
300265.SZ,9.48,2020-03-10 09:58:53.960,2020-03-10 10:36:27.850,20200310,123034.SZ
002551.SZ,11.76,2020-03-11 10:01:38.740,2020-03-11 15:00:00.000,20200311,128053.SZ
002865.SZ,16.6,2020-03-11 10:59:57.720,2020-03-11 11:01:41.530,20200311,128050.SZ
300265.SZ,10.43,2020-03-11 09:25:00.000,2020-03-11 10:19:58.740,20200311,123034.SZ
300677.SZ,53.66,2020-03-11 13:00:00.020,2020-03-11 13:08:39.090,20200311,123029.SZ
002551.SZ,12.94,2020-03-12 09:25:00.000,2020-03-12 09:44:48.900,20200312,128053.SZ
300040.SZ,6.77,2020-03-12 14:47:50.390,2020-03-12 15:00:00.000,20200312,123030.SZ
300265.SZ,11.47,2020-03-12 09:32:31.690,2020-03-12 11:12:11.530,20200312,123034.SZ
002131.SZ,4.6,2020-03-13 13:46:38.980,2020-03-13 13:56:25.240,20200313,128038.SZ
002839.SZ,6.86,2020-03-13 14:53:29.420,2020-03-13 15:00:00.000,20200313,128048.SZ
002873.SZ,18.48,2020-03-13 13:31:33.030,2020-03-13 13:32:08.510,20200313,128091.SZ
300260.SZ,17.79,2020-03-13 09:52:27.680,2020-03-13 10:41:28.590,20200313,123037.SZ
300265.SZ,12.62,2020-03-13 09:30:17.830,2020-03-13 10:29:30.490,20200313,123034.SZ
300407.SZ,9.57,2020-03-13 13:15:47.230,2020-03-13 15:00:00.000,20200313,123014.SZ
300567.SZ,74.71,2020-03-13 13:23:08.660,2020-03-13 13:32:44.830,20200313,123025.SZ
300655.SZ,40.95,2020-03-13 10:28:50.890,2020-03-13 11:11:14.490,20200313,123031.SZ
002873.SZ,20.33,2020-03-16 09:25:00.000,2020-03-16 10:10:02.290,20200316,128091.SZ
300260.SZ,19.57,2020-03-16 09:25:00.000,2020-03-16 10:04:54.570,20200316,123037.SZ
300265.SZ,13.88,2020-03-16 09:25:00.000,2020-03-16 10:50:16.980,20200316,123034.SZ
000700.SZ,10.4,2020-03-17 10:24:46.760,2020-03-17 13:53:23.690,20200317,127004.SZ
002873.SZ,22.36,2020-03-17 09:25:00.000,2020-03-17 10:55:42.190,20200317,128091.SZ
300260.SZ,21.53,2020-03-17 09:25:00.000,2020-03-17 09:37:12.380,20200317,123037.SZ
300265.SZ,14.91,2020-03-17 09:32:35.000,2020-03-17 10:46:59.710,20200317,123034.SZ
300655.SZ,43.03,2020-03-17 14:52:15.410,2020-03-17 15:00:00.000,20200317,123031.SZ
000876.SZ,29.6,2020-03-18 10:45:23.940,2020-03-18 13:21:18.320,20200318,127015.SZ
002793.SZ,14.36,2020-03-18 14:39:35.770,2020-03-18 14:40:22.810,20200318,128043.SZ
002865.SZ,15.59,2020-03-18 09:46:04.860,2020-03-18 10:03:17.550,20200318,128050.SZ
002873.SZ,24.6,2020-03-18 09:25:00.000,2020-03-18 10:15:29.700,20200318,128091.SZ
002877.SZ,8.0,2020-03-18 11:29:22.440,2020-03-18 11:29:57.780,20200318,128070.SZ
300265.SZ,16.4,2020-03-18 09:31:45.590,2020-03-18 09:32:01.780,20200318,123034.SZ
300568.SZ,30.38,2020-03-18 13:00:00.910,2020-03-18 13:00:28.150,20200318,123009.SZ
300655.SZ,47.33,2020-03-18 10:56:08.770,2020-03-18 11:17:03.720,20200318,123031.SZ
002406.SZ,6.13,2020-03-19 09:37:14.470,2020-03-19 09:49:09.870,20200319,128075.SZ
002873.SZ,27.06,2020-03-19 11:21:29.240,2020-03-19 13:14:19.470,20200319,128091.SZ
300265.SZ,18.04,2020-03-19 09:50:31.010,2020-03-19 11:29:01.870,20200319,123034.SZ
002727.SZ,20.93,2020-03-20 09:31:27.200,2020-03-20 11:10:29.540,20200320,128067.SZ
002846.SZ,25.99,2020-03-20 13:33:17.030,2020-03-20 15:00:00.000,20200320,128079.SZ
300040.SZ,7.02,2020-03-20 14:47:41.920,2020-03-20 14:49:12.800,20200320,123030.SZ
300168.SZ,21.75,2020-03-20 14:09:47.890,2020-03-20 15:00:00.000,20200320,123021.SZ
300265.SZ,19.84,2020-03-20 09:35:29.220,2020-03-20 09:41:10.770,20200320,123034.SZ
300407.SZ,9.48,2020-03-20 09:54:34.070,2020-03-20 13:03:30.430,20200320,123014.SZ
300497.SZ,26.82,2020-03-20 13:09:33.000,2020-03-20 13:09:34.510,20200320,123020.SZ
002615.SZ,5.35,2020-03-23 09:25:00.000,2020-03-23 11:00:03.390,20200323,128073.SZ
000810.SZ,12.54,2020-03-24 14:49:56.080,2020-03-24 15:00:00.000,20200324,127013.SZ
002615.SZ,5.88,2020-03-24 09:49:10.730,2020-03-24 10:15:02.110,20200324,128073.SZ
002877.SZ,8.38,2020-03-24 09:46:27.230,2020-03-24 10:51:13.570,20200324,128070.SZ
300567.SZ,63.34,2020-03-24 13:00:02.120,2020-03-24 13:00:13.580,20200324,123025.SZ
300591.SZ,5.78,2020-03-24 09:30:30.210,2020-03-24 10:01:02.600,20200324,123032.SZ
002284.SZ,5.08,2020-03-25 10:48:54.560,2020-03-25 10:49:13.420,20200325,128023.SZ
002551.SZ,9.3,2020-03-25 14:29:56.030,2020-03-25 15:00:00.000,20200325,128053.SZ
002745.SZ,11.73,2020-03-25 10:38:00.700,2020-03-25 10:39:38.030,20200325,128084.SZ
002846.SZ,27.56,2020-03-25 14:42:38.580,2020-03-25 15:00:00.000,20200325,128079.SZ
002863.SZ,5.31,2020-03-25 09:38:33.170,2020-03-25 10:21:29.960,20200325,128056.SZ
002877.SZ,9.22,2020-03-25 09:30:53.890,2020-03-25 09:30:53.910,20200325,128070.SZ
002907.SZ,19.91,2020-03-25 09:58:17.470,2020-03-25 09:59:04.510,20200325,128069.SZ
300407.SZ,10.79,2020-03-25 13:22:20.140,2020-03-25 13:23:33.730,20200325,123014.SZ
300591.SZ,6.36,2020-03-25 09:30:14.690,2020-03-25 09:56:18.250,20200325,123032.SZ
000887.SZ,8.45,2020-03-26 09:25:00.000,2020-03-26 10:56:25.860,20200326,127011.SZ
002100.SZ,12.26,2020-03-26 10:31:24.350,2020-03-26 13:01:01.570,20200326,128030.SZ
002772.SZ,8.21,2020-03-26 13:00:00.000,2020-03-26 15:00:00.000,20200326,128026.SZ
002877.SZ,9.38,2020-03-26 09:45:34.080,2020-03-26 11:29:48.540,20200326,128070.SZ
300748.SZ,30.7,2020-03-26 10:15:15.600,2020-03-26 15:00:00.000,20200326,123033.SZ
000887.SZ,9.3,2020-03-27 09:25:00.000,2020-03-27 09:30:00.870,20200327,127011.SZ
300497.SZ,27.83,2020-03-27 14:30:29.100,2020-03-27 14:33:29.530,20200327,123020.SZ
300591.SZ,6.37,2020-03-27 09:30:09.300,2020-03-27 13:09:16.810,20200327,123032.SZ
300265.SZ,14.27,2020-03-30 13:20:28.850,2020-03-30 15:00:00.000,20200330,123034.SZ
000876.SZ,31.43,2020-03-31 14:26:29.610,2020-03-31 15:00:00.000,20200331,127015.SZ
002567.SZ,8.55,2020-03-31 14:48:39.240,2020-03-31 14:49:36.230,20200331,128092.SZ
002497.SZ,7.7,2020-04-01 11:15:27.130,2020-04-01 13:01:47.940,20200401,128065.SZ
002806.SZ,13.07,2020-04-01 11:29:06.310,2020-04-01 13:00:06.610,20200401,128082.SZ
002863.SZ,5.27,2020-04-01 09:25:00.000,2020-04-01 11:29:22.500,20200401,128056.SZ
002325.SZ,3.37,2020-04-02 13:26:30.460,2020-04-02 15:00:00.000,20200402,128013.SZ
002455.SZ,5.46,2020-04-02 09:49:12.570,2020-04-02 11:26:00.830,20200402,128093.SZ
002631.SZ,8.32,2020-04-02 10:33:59.800,2020-04-02 10:34:55.540,20200402,128063.SZ
002846.SZ,28.6,2020-04-02 13:06:10.030,2020-04-02 13:06:36.960,20200402,128079.SZ
300168.SZ,22.12,2020-04-02 14:00:54.890,2020-04-02 15:00:00.000,20200402,123021.SZ
300265.SZ,15.54,2020-04-02 14:29:05.330,2020-04-02 15:00:00.000,20200402,123034.SZ
300655.SZ,36.64,2020-04-02 14:44:05.560,2020-04-02 14:44:05.730,20200402,123031.SZ
002846.SZ,31.46,2020-04-03 10:08:21.650,2020-04-03 10:32:26.130,20200403,128079.SZ
002860.SZ,26.57,2020-04-03 09:25:00.000,2020-04-03 10:31:34.290,20200403,128094.SZ
300748.SZ,33.64,2020-04-03 11:28:42.460,2020-04-03 11:29:18.710,20200403,123033.SZ
002370.SZ,5.38,2020-04-07 09:25:00.000,2020-04-07 11:29:43.130,20200407,128062.SZ
002510.SZ,5.6,2020-04-07 14:50:29.790,2020-04-07 15:00:00.000,20200407,128090.SZ
002846.SZ,34.61,2020-04-07 11:12:49.270,2020-04-07 13:41:13.520,20200407,128079.SZ
002860.SZ,29.23,2020-04-07 11:06:51.690,2020-04-07 14:52:46.420,20200407,128094.SZ
002567.SZ,9.75,2020-04-09 11:28:12.430,2020-04-09 11:29:59.320,20200409,128092.SZ
300677.SZ,49.63,2020-04-09 14:36:37.970,2020-04-09 14:38:32.580,20200409,123029.SZ
002370.SZ,5.96,2020-04-10 14:32:06.130,2020-04-10 15:00:00.000,20200410,128062.SZ
300197.SZ,3.45,2020-04-10 09:57:59.930,2020-04-10 09:58:43.120,20200410,123004.SZ
002496.SZ,2.72,2020-04-13 09:40:58.500,2020-04-13 09:44:01.410,20200413,128012.SZ
002460.SZ,42.12,2020-04-14 13:42:12.080,2020-04-14 15:00:00.000,20200414,128028.SZ
002497.SZ,7.85,2020-04-14 13:53:46.730,2020-04-14 14:03:40.380,20200414,128065.SZ
002758.SZ,11.55,2020-04-15 13:46:45.320,2020-04-15 13:47:08.550,20200415,128040.SZ
002928.SZ,13.17,2020-04-15 10:18:58.450,2020-04-15 10:21:56.310,20200415,128077.SZ
002074.SZ,20.45,2020-04-16 13:00:00.200,2020-04-16 13:07:44.670,20200416,128086.SZ
002279.SZ,6.86,2020-04-16 11:27:03.350,2020-04-16 11:29:59.520,20200416,128015.SZ
300407.SZ,8.8,2020-04-16 10:07:02.020,2020-04-16 10:07:16.600,20200416,123014.SZ
300427.SZ,20.26,2020-04-16 13:28:53.930,2020-04-16 15:00:00.000,20200416,123044.SZ
300677.SZ,56.55,2020-04-16 09:44:27.590,2020-04-16 11:28:46.580,20200416,123029.SZ
002472.SZ,5.35,2020-04-17 09:25:00.000,2020-04-17 10:41:50.420,20200417,128032.SZ
002074.SZ,22.97,2020-04-20 13:43:01.340,2020-04-20 13:59:51.990,20200420,128086.SZ
002472.SZ,5.88,2020-04-20 09:54:45.750,2020-04-20 11:28:59.840,20200420,128032.SZ
002074.SZ,24.83,2020-04-21 13:00:03.800,2020-04-21 13:00:12.820,20200421,128086.SZ
002228.SZ,3.74,2020-04-21 09:25:00.000,2020-04-21 14:22:55.580,20200421,128071.SZ
002370.SZ,6.09,2020-04-21 09:42:56.230,2020-04-21 15:00:00.000,20200421,128062.SZ
002472.SZ,6.48,2020-04-21 14:30:40.460,2020-04-21 14:31:21.200,20200421,128032.SZ
002877.SZ,8.28,2020-04-22 09:42:32.070,2020-04-22 09:43:55.530,20200422,128070.SZ
300040.SZ,6.39,2020-04-22 10:01:33.030,2020-04-22 13:40:20.070,20200422,123030.SZ
002631.SZ,8.51,2020-04-24 09:30:09.120,2020-04-24 09:30:15.680,20200424,128063.SZ
002370.SZ,6.5,2020-04-27 09:33:05.270,2020-04-27 11:29:46.230,20200427,128062.SZ
300265.SZ,12.96,2020-04-27 11:27:03.170,2020-04-27 11:29:05.930,20200427,123034.SZ
002615.SZ,4.83,2020-04-29 09:31:33.410,2020-04-29 09:34:06.410,20200429,128073.SZ
300040.SZ,6.52,2020-04-29 09:46:38.400,2020-04-29 10:55:51.080,20200429,123030.SZ
002928.SZ,14.0,2020-04-30 13:52:31.520,2020-04-30 15:00:00.000,20200430,128077.SZ
300655.SZ,32.87,2020-04-30 11:23:55.420,2020-04-30 11:29:43.350,20200430,123031.SZ
002717.SZ,4.42,2020-05-06 09:32:05.060,2020-05-06 11:29:48.130,20200506,128044.SZ
300618.SZ,51.87,2020-05-06 10:59:44.760,2020-05-06 13:28:29.140,20200506,123017.SZ
300655.SZ,36.16,2020-05-06 13:02:28.690,2020-05-06 13:06:06.820,20200506,123031.SZ
300748.SZ,34.5,2020-05-06 10:04:43.190,2020-05-06 15:00:00.000,20200506,123033.SZ
002741.SZ,13.16,2020-05-07 09:25:00.000,2020-05-07 11:08:47.490,20200507,128051.SZ
002284.SZ,5.09,2020-05-11 09:25:00.000,2020-05-11 15:00:00.000,20200511,128023.SZ
002863.SZ,5.35,2020-05-11 09:30:22.000,2020-05-11 13:00:50.850,20200511,128056.SZ
300296.SZ,6.25,2020-05-11 09:30:00.130,2020-05-11 09:30:46.810,20200511,123035.SZ
000700.SZ,9.03,2020-05-12 14:31:47.300,2020-05-12 15:00:00.000,20200512,127004.SZ
002727.SZ,28.23,2020-05-13 10:32:50.520,2020-05-13 11:06:57.280,20200513,128067.SZ
002891.SZ,30.26,2020-05-13 14:27:22.760,2020-05-13 14:31:49.020,20200513,128054.SZ
300677.SZ,59.0,2020-05-13 09:52:31.810,2020-05-13 09:58:25.470,20200513,123029.SZ
002279.SZ,7.0,2020-05-15 10:24:40.570,2020-05-15 10:27:44.390,20200515,128015.SZ
002615.SZ,5.1,2020-05-15 09:30:02.910,2020-05-15 09:30:34.530,20200515,128073.SZ
002772.SZ,8.52,2020-05-15 09:57:46.990,2020-05-15 10:03:16.250,20200515,128026.SZ
002851.SZ,25.67,2020-05-15 13:37:14.230,2020-05-15 15:00:00.000,20200515,128089.SZ
300260.SZ,16.39,2020-05-15 09:34:27.280,2020-05-15 10:27:50.160,20200515,123037.SZ
300677.SZ,61.72,2020-05-15 14:50:18.650,2020-05-15 14:55:08.160,20200515,123029.SZ
002772.SZ,9.1,2020-05-18 14:53:40.500,2020-05-18 15:00:00.000,20200518,128026.SZ
300260.SZ,18.03,2020-05-18 09:25:00.000,2020-05-18 10:31:47.970,20200518,123037.SZ
300631.SZ,18.66,2020-05-18 10:40:59.550,2020-05-18 13:28:50.040,20200518,123047.SZ
300260.SZ,19.83,2020-05-19 09:36:58.870,2020-05-19 09:38:02.890,20200519,123037.SZ
300655.SZ,43.75,2020-05-19 13:43:04.390,2020-05-19 13:43:25.510,20200519,123031.SZ
002497.SZ,8.55,2020-05-20 10:04:25.510,2020-05-20 10:04:26.390,20200520,128065.SZ
002812.SZ,59.29,2020-05-20 09:31:17.010,2020-05-20 09:32:10.170,20200520,128095.SZ
002873.SZ,18.16,2020-05-20 09:42:57.110,2020-05-20 13:37:41.860,20200520,128091.SZ
300260.SZ,21.81,2020-05-20 10:17:12.480,2020-05-20 10:17:27.900,20200520,123037.SZ
300265.SZ,13.86,2020-05-20 14:45:46.780,2020-05-20 15:00:00.000,20200520,123034.SZ
300450.SZ,43.63,2020-05-20 10:03:14.360,2020-05-20 10:46:54.500,20200520,123036.SZ
000665.SZ,5.44,2020-05-21 09:38:07.820,2020-05-21 11:29:59.670,20200521,127007.SZ
