Stock,LIMIT_UP_PRICE,LIMIT_UP_TIME,BREAK_LIMIT_UP_TIME,Date,Ticker
300207.SZ,26.91,2020-08-07 09:41:50.720,2020-08-07 09:42:43.080,20200807,123058.SZ
300748.SZ,44.7,2020-08-07 11:28:21.660,2020-08-07 13:22:21.490,20200807,123033.SZ
002061.SZ,6.28,2020-08-10 10:39:50.650,2020-08-10 10:55:11.610,20200810,128107.SZ
002360.SZ,8.52,2020-08-10 14:03:20.960,2020-08-10 14:05:31.870,20200810,128103.SZ
002649.SZ,10.18,2020-08-10 09:37:53.060,2020-08-10 09:53:04.200,20200810,128057.SZ
300297.SZ,4.61,2020-08-10 09:51:16.890,2020-08-10 15:00:00.000,20200810,123015.SZ
300450.SZ,47.52,2020-08-10 09:37:15.600,2020-08-10 09:37:44.610,20200810,123036.SZ
002615.SZ,5.86,2020-08-11 09:47:36.700,2020-08-11 11:07:16.430,20200811,128073.SZ
002726.SZ,12.46,2020-08-11 09:52:18.740,2020-08-11 10:06:54.520,20200811,128119.SZ
002510.SZ,5.07,2020-08-12 14:18:04.340,2020-08-12 14:18:20.170,20200812,128090.SZ
002615.SZ,6.37,2020-08-12 09:54:48.260,2020-08-12 10:03:33.430,20200812,128073.SZ
300057.SZ,5.82,2020-08-12 09:37:04.490,2020-08-12 13:09:31.200,20200812,123012.SZ
300473.SZ,32.47,2020-08-12 14:53:25.080,2020-08-12 14:54:45.430,20200812,123011.SZ
000070.SZ,13.26,2020-08-13 09:36:46.110,2020-08-13 09:36:48.250,20200813,127008.SZ
300231.SZ,11.04,2020-08-14 09:55:52.880,2020-08-14 09:56:44.910,20200814,123059.SZ
300427.SZ,30.23,2020-08-14 14:18:19.330,2020-08-14 14:18:24.950,20200814,123044.SZ
000887.SZ,12.45,2020-08-17 13:26:57.780,2020-08-17 13:28:11.540,20200817,127011.SZ
002472.SZ,6.61,2020-08-17 10:31:20.120,2020-08-17 10:35:25.260,20200817,128032.SZ
300427.SZ,33.25,2020-08-17 09:41:07.990,2020-08-17 09:53:28.740,20200817,123044.SZ
002036.SZ,12.8,2020-08-18 10:35:20.400,2020-08-18 10:45:42.880,20200818,128101.SZ
002370.SZ,5.96,2020-08-18 09:57:26.770,2020-08-18 15:00:00.000,20200818,128062.SZ
002406.SZ,8.55,2020-08-18 10:18:44.060,2020-08-18 11:27:46.590,20200818,128075.SZ
002510.SZ,5.42,2020-08-18 14:41:57.670,2020-08-18 15:00:00.000,20200818,128090.SZ
002597.SZ,37.2,2020-08-18 11:00:44.980,2020-08-18 11:03:32.460,20200818,128017.SZ
300416.SZ,31.3,2020-08-18 10:09:33.920,2020-08-18 11:19:29.050,20200818,123060.SZ
300586.SZ,10.67,2020-08-18 13:40:44.680,2020-08-18 13:45:43.490,20200818,123057.SZ
002325.SZ,3.77,2020-08-19 09:44:11.280,2020-08-19 11:29:56.490,20200819,128013.SZ
002615.SZ,6.31,2020-08-19 09:51:58.860,2020-08-19 09:56:10.340,20200819,128073.SZ
002370.SZ,6.25,2020-08-20 09:47:11.330,2020-08-20 11:29:54.650,20200820,128062.SZ
300021.SZ,6.78,2020-08-20 09:25:00.000,2020-08-20 10:14:45.150,20200820,123063.SZ
002139.SZ,7.03,2020-08-21 09:59:24.610,2020-08-21 10:16:53.000,20200821,128058.SZ
002241.SZ,44.1,2020-08-21 09:54:43.760,2020-08-21 09:59:55.690,20200821,128112.SZ
300422.SZ,13.18,2020-08-21 09:30:00.160,2020-08-21 09:30:26.830,20200821,123010.SZ
002861.SZ,30.31,2020-08-24 13:23:04.340,2020-08-24 15:00:00.000,20200824,128118.SZ
002861.SZ,33.34,2020-08-25 09:31:30.680,2020-08-25 09:34:16.130,20200825,128118.SZ
002787.SZ,9.33,2020-08-26 09:39:29.950,2020-08-26 11:29:59.570,20200826,128049.SZ
002726.SZ,14.41,2020-08-27 10:24:05.350,2020-08-27 11:29:59.500,20200827,128119.SZ
002614.SZ,17.57,2020-08-28 14:27:43.200,2020-08-28 14:31:41.780,20200828,128097.SZ
002707.SZ,9.2,2020-08-28 14:10:26.080,2020-08-28 14:10:52.900,20200828,128022.SZ
002472.SZ,6.82,2020-08-31 09:32:59.150,2020-08-31 09:33:27.650,20200831,128032.SZ
002538.SZ,7.08,2020-08-31 13:00:00.160,2020-08-31 13:00:00.730,20200831,128064.SZ
002228.SZ,5.06,2020-09-01 11:00:18.590,2020-09-01 14:24:34.020,20200901,128071.SZ
002614.SZ,18.59,2020-09-01 11:10:42.810,2020-09-01 11:10:47.950,20200901,128097.SZ
002863.SZ,7.46,2020-09-01 14:07:51.660,2020-09-01 15:00:00.000,20200901,128056.SZ
002758.SZ,12.54,2020-09-02 14:47:46.510,2020-09-02 14:48:28.550,20200902,128040.SZ
300197.SZ,3.86,2020-09-02 13:18:04.700,2020-09-02 15:00:00.000,20200902,123004.SZ
300297.SZ,5.98,2020-09-02 13:50:43.880,2020-09-02 14:43:45.380,20200902,123015.SZ
002228.SZ,5.68,2020-09-03 10:21:40.880,2020-09-03 10:40:10.830,20200903,128071.SZ
002245.SZ,5.59,2020-09-07 09:47:27.050,2020-09-07 15:00:00.000,20200907,128010.SZ
300297.SZ,6.72,2020-09-07 11:20:18.080,2020-09-07 11:25:20.060,20200907,123015.SZ
300539.SZ,11.59,2020-09-09 09:39:18.910,2020-09-09 09:39:51.330,20200909,123013.SZ
300591.SZ,10.58,2020-09-09 11:18:19.640,2020-09-09 11:29:57.160,20200909,123032.SZ
002171.SZ,9.79,2020-09-14 13:04:45.610,2020-09-14 13:35:20.720,20200914,128109.SZ
300665.SZ,15.0,2020-09-15 10:53:48.730,2020-09-15 10:54:06.090,20200915,123052.SZ
002382.SZ,25.14,2020-09-22 09:55:45.870,2020-09-22 10:20:30.080,20200922,128108.SZ
300748.SZ,45.14,2020-09-23 09:54:06.890,2020-09-23 09:55:40.250,20200923,123033.SZ
002772.SZ,9.5,2020-09-25 09:25:00.000,2020-09-25 13:53:12.530,20200925,128026.SZ
002497.SZ,10.23,2020-09-29 09:36:25.370,2020-09-29 09:45:10.210,20200929,128065.SZ
300527.SZ,12.72,2020-09-29 09:44:02.140,2020-09-29 15:00:00.000,20200929,123048.SZ
300655.SZ,42.86,2020-09-29 09:31:07.360,2020-09-29 09:33:43.600,20200929,123031.SZ
002497.SZ,10.42,2020-10-09 10:02:06.770,2020-10-09 10:02:24.750,20201009,128065.SZ
002614.SZ,16.96,2020-10-09 10:10:27.270,2020-10-09 11:28:50.800,20201009,128097.SZ
002738.SZ,19.65,2020-10-09 10:15:09.690,2020-10-09 13:51:46.800,20201009,128111.SZ
002641.SZ,8.82,2020-10-12 10:58:03.400,2020-10-12 11:29:39.280,20201012,128099.SZ
002738.SZ,21.62,2020-10-12 09:42:38.240,2020-10-12 11:29:42.300,20201012,128111.SZ
300424.SZ,24.95,2020-10-12 11:23:07.700,2020-10-12 11:29:58.520,20201012,123061.SZ
002022.SZ,21.18,2020-10-14 10:17:25.020,2020-10-14 10:30:04.340,20201014,128124.SZ
300591.SZ,11.47,2020-10-14 09:31:17.980,2020-10-14 09:57:00.010,20201014,123032.SZ
002139.SZ,8.17,2020-10-15 10:50:21.720,2020-10-15 10:50:30.540,20201015,128058.SZ
300040.SZ,11.06,2020-10-15 09:33:14.920,2020-10-15 09:33:51.150,20201015,123030.SZ
300335.SZ,8.02,2020-10-15 10:05:59.600,2020-10-15 10:17:11.790,20201015,123023.SZ
300591.SZ,12.41,2020-10-15 14:45:08.120,2020-10-15 15:00:00.000,20201015,123032.SZ
300652.SZ,29.1,2020-10-15 09:48:30.540,2020-10-15 09:49:13.850,20201015,123045.SZ
300335.SZ,8.96,2020-10-16 09:42:31.860,2020-10-16 11:29:59.770,20201016,123023.SZ
300577.SZ,42.56,2020-10-16 10:29:45.330,2020-10-16 10:29:47.760,20201016,123039.SZ
300297.SZ,6.97,2020-10-19 09:25:00.000,2020-10-19 11:29:53.790,20201019,123015.SZ
300297.SZ,8.51,2020-10-21 14:40:21.020,2020-10-21 14:40:59.700,20201021,123015.SZ
002865.SZ,19.59,2020-10-23 10:52:38.830,2020-10-23 10:52:39.110,20201023,128050.SZ
002497.SZ,13.02,2020-10-27 09:54:45.910,2020-10-27 09:55:46.220,20201027,128065.SZ
300631.SZ,26.98,2020-10-28 09:47:50.240,2020-10-28 09:56:16.670,20201028,123047.SZ
002078.SZ,13.9,2020-10-29 13:27:10.760,2020-10-29 13:27:32.750,20201029,128029.SZ
300539.SZ,12.84,2020-10-29 10:26:22.250,2020-10-29 10:26:54.400,20201029,123013.SZ
300619.SZ,33.4,2020-10-30 09:31:54.840,2020-10-30 09:32:02.380,20201030,123042.SZ
300700.SZ,27.3,2020-11-02 09:52:38.020,2020-11-02 09:53:17.880,20201102,123024.SZ
000783.SZ,8.48,2020-11-03 10:54:41.830,2020-11-03 10:55:08.290,20201103,127005.SZ
002775.SZ,5.7,2020-11-03 10:23:58.500,2020-11-03 10:24:05.980,20201103,128127.SZ
000070.SZ,10.41,2020-11-05 11:07:34.940,2020-11-05 11:07:56.320,20201105,127008.SZ
000070.SZ,10.41,2020-11-05 11:07:34.940,2020-11-05 11:07:56.320,20201105,127021.SZ
002245.SZ,7.05,2020-11-05 13:09:58.850,2020-11-05 15:00:00.000,20201105,128010.SZ
002444.SZ,28.11,2020-11-05 13:52:58.470,2020-11-05 14:03:31.060,20201105,128115.SZ
002865.SZ,17.55,2020-11-05 14:00:38.960,2020-11-05 15:00:00.000,20201105,128050.SZ
300554.SZ,31.42,2020-11-05 09:35:26.200,2020-11-05 09:35:53.780,20201105,123062.SZ
002865.SZ,19.31,2020-11-06 10:06:28.300,2020-11-06 10:07:54.820,20201106,128050.SZ
002382.SZ,23.06,2020-11-09 13:56:48.160,2020-11-09 14:00:34.140,20201109,128108.SZ
300138.SZ,21.79,2020-11-09 09:32:47.640,2020-11-09 09:33:16.470,20201109,123055.SZ
300677.SZ,144.6,2020-11-09 13:12:47.330,2020-11-09 14:08:41.190,20201109,123029.SZ
002707.SZ,6.57,2020-11-10 09:25:00.000,2020-11-10 11:29:26.980,20201110,128022.SZ
002527.SZ,6.56,2020-11-12 10:26:55.860,2020-11-12 10:27:27.650,20201112,128018.SZ
002728.SZ,14.45,2020-11-13 15:00:00.000,2020-11-13 15:00:00.000,20201113,128025.SZ
002756.SZ,23.49,2020-11-13 13:13:33.580,2020-11-13 13:15:23.540,20201113,128110.SZ
002284.SZ,5.76,2020-11-16 13:04:46.420,2020-11-16 15:00:00.000,20201116,128023.SZ
002497.SZ,15.22,2020-11-16 11:25:20.350,2020-11-16 13:03:19.740,20201116,128065.SZ
002284.SZ,6.34,2020-11-17 09:34:11.670,2020-11-17 11:00:45.620,20201117,128023.SZ
002228.SZ,4.75,2020-11-18 09:57:15.870,2020-11-18 09:59:30.060,20201118,128071.SZ
002840.SZ,12.06,2020-11-19 14:44:55.870,2020-11-19 14:46:52.020,20201119,128106.SZ
000887.SZ,13.95,2020-11-20 13:16:56.820,2020-11-20 15:00:00.000,20201120,127011.SZ
002245.SZ,8.7,2020-11-20 09:47:35.280,2020-11-20 10:07:39.910,20201120,128010.SZ
000060.SZ,5.41,2020-11-23 10:26:18.260,2020-11-23 13:18:44.720,20201123,127020.SZ
002245.SZ,9.57,2020-11-23 09:25:00.000,2020-11-23 11:28:46.330,20201123,128010.SZ
002756.SZ,26.17,2020-11-23 13:07:56.170,2020-11-23 13:15:04.900,20201123,128110.SZ
300438.SZ,23.89,2020-11-23 10:16:12.970,2020-11-23 10:53:54.760,20201123,123070.SZ
002245.SZ,10.53,2020-11-24 09:30:25.680,2020-11-24 09:32:31.080,20201124,128010.SZ
002284.SZ,6.64,2020-11-24 09:34:15.340,2020-11-24 09:35:20.530,20201124,128023.SZ
002756.SZ,28.79,2020-11-24 11:03:51.770,2020-11-24 11:05:21.320,20201124,128110.SZ
002806.SZ,13.86,2020-11-25 09:39:12.890,2020-11-25 10:57:49.640,20201125,128082.SZ
002865.SZ,19.31,2020-11-25 10:06:37.390,2020-11-25 13:27:44.800,20201125,128050.SZ
000700.SZ,6.89,2020-11-26 09:33:20.550,2020-11-26 11:29:38.160,20201126,127004.SZ
002510.SZ,4.74,2020-11-26 09:25:00.000,2020-11-26 11:06:33.340,20201126,128090.SZ
002806.SZ,15.25,2020-11-26 09:30:16.600,2020-11-26 09:36:26.970,20201126,128082.SZ
002863.SZ,9.7,2020-11-26 14:36:30.900,2020-11-26 15:00:00.000,20201126,128056.SZ
002510.SZ,5.21,2020-11-27 09:25:00.000,2020-11-27 11:06:18.310,20201127,128090.SZ
002863.SZ,10.67,2020-11-27 11:03:49.620,2020-11-27 11:29:53.470,20201127,128056.SZ
002510.SZ,5.73,2020-11-30 09:25:00.000,2020-11-30 11:11:10.720,20201130,128090.SZ
300586.SZ,12.46,2020-11-30 09:51:44.490,2020-11-30 09:52:17.180,20201130,123057.SZ
002510.SZ,6.3,2020-12-01 09:25:00.000,2020-12-01 11:29:58.970,20201201,128090.SZ
002958.SZ,5.49,2020-12-01 14:23:41.000,2020-12-01 14:24:09.570,20201201,128129.SZ
000861.SZ,2.79,2020-12-02 13:11:47.750,2020-12-02 15:00:00.000,20201202,127003.SZ
002258.SZ,25.09,2020-12-02 09:57:09.460,2020-12-02 09:57:24.080,20201202,128046.SZ
002510.SZ,6.93,2020-12-02 09:36:43.820,2020-12-02 09:37:31.600,20201202,128090.SZ
002865.SZ,21.1,2020-12-02 14:39:22.450,2020-12-02 14:40:01.780,20201202,128050.SZ
300752.SZ,34.43,2020-12-02 10:37:11.130,2020-12-02 10:37:54.380,20201202,123074.SZ
002287.SZ,27.15,2020-12-03 14:54:00.180,2020-12-03 15:00:00.000,20201203,128133.SZ
002859.SZ,27.35,2020-12-03 10:22:49.430,2020-12-03 10:23:58.720,20201203,128137.SZ
300752.SZ,41.32,2020-12-03 13:38:47.280,2020-12-03 13:39:12.680,20201203,123074.SZ
002245.SZ,10.01,2020-12-04 14:17:35.120,2020-12-04 15:00:00.000,20201204,128010.SZ
002538.SZ,6.72,2020-12-04 09:47:01.550,2020-12-04 09:58:03.160,20201204,128064.SZ
002756.SZ,29.93,2020-12-04 11:13:36.090,2020-12-04 11:29:40.330,20201204,128110.SZ
002631.SZ,7.94,2020-12-07 09:37:03.040,2020-12-07 09:46:07.990,20201207,128063.SZ
000861.SZ,2.92,2020-12-08 11:19:59.030,2020-12-08 11:29:57.170,20201208,127003.SZ
002245.SZ,11.37,2020-12-08 14:40:30.480,2020-12-08 15:00:00.000,20201208,128010.SZ
002861.SZ,26.55,2020-12-08 13:00:01.960,2020-12-08 13:00:18.090,20201208,128118.SZ
300752.SZ,47.04,2020-12-08 14:40:30.330,2020-12-08 14:53:03.060,20201208,123074.SZ
000861.SZ,3.21,2020-12-09 09:36:49.250,2020-12-09 09:37:01.060,20201209,127003.SZ
002958.SZ,5.69,2020-12-09 09:47:15.500,2020-12-09 09:52:09.650,20201209,128129.SZ
300752.SZ,50.77,2020-12-11 14:52:53.740,2020-12-11 14:53:55.590,20201211,123074.SZ
002228.SZ,4.57,2020-12-14 14:12:00.520,2020-12-14 14:13:03.890,20201214,128071.SZ
002245.SZ,9.9,2020-12-14 09:41:36.350,2020-12-14 11:07:58.900,20201214,128010.SZ
002455.SZ,5.95,2020-12-14 09:54:25.610,2020-12-14 09:57:37.090,20201214,128093.SZ
002842.SZ,12.13,2020-12-16 10:48:16.390,2020-12-16 10:48:33.390,20201216,128072.SZ
002284.SZ,6.27,2020-12-17 11:28:41.230,2020-12-17 11:29:53.790,20201217,128023.SZ
002510.SZ,5.46,2020-12-17 10:47:47.820,2020-12-17 15:00:00.000,20201217,128090.SZ
002756.SZ,38.04,2020-12-17 10:37:26.770,2020-12-17 10:40:10.040,20201217,128110.SZ
002756.SZ,41.84,2020-12-18 10:10:11.600,2020-12-18 10:11:34.690,20201218,128110.SZ
002738.SZ,26.85,2020-12-21 13:28:31.910,2020-12-21 15:00:00.000,20201221,128111.SZ
002756.SZ,46.02,2020-12-21 09:48:14.940,2020-12-21 09:49:54.600,20201221,128110.SZ
002245.SZ,11.72,2020-12-22 10:25:28.070,2020-12-22 15:00:00.000,20201222,128010.SZ
002503.SZ,2.31,2020-12-22 09:46:49.270,2020-12-22 15:00:00.000,20201222,128100.SZ
002838.SZ,25.85,2020-12-22 09:53:51.630,2020-12-22 09:53:52.490,20201222,128117.SZ
002245.SZ,12.89,2020-12-23 09:40:38.670,2020-12-23 11:20:30.250,20201223,128010.SZ
002284.SZ,6.94,2020-12-23 09:40:27.890,2020-12-23 09:40:36.470,20201223,128023.SZ
002756.SZ,50.49,2020-12-24 10:32:02.310,2020-12-24 10:49:56.010,20201224,128110.SZ
002284.SZ,7.02,2020-12-25 10:56:25.190,2020-12-25 15:00:00.000,20201225,128023.SZ
002455.SZ,6.16,2020-12-25 09:37:35.600,2020-12-25 10:16:14.570,20201225,128093.SZ
002460.SZ,108.88,2020-12-25 14:52:43.600,2020-12-25 14:53:54.980,20201225,128028.SZ
002460.SZ,108.88,2020-12-25 14:52:43.600,2020-12-25 14:53:54.980,20201225,128126.SZ
002245.SZ,14.33,2020-12-28 13:28:39.600,2020-12-28 13:40:10.190,20201228,128010.SZ
002772.SZ,10.03,2020-12-28 09:34:03.160,2020-12-28 10:56:28.780,20201228,128026.SZ
002360.SZ,7.76,2020-12-29 14:21:21.050,2020-12-29 14:35:49.840,20201229,128103.SZ
002446.SZ,6.72,2020-12-29 10:37:27.910,2020-12-29 11:22:25.450,20201229,128041.SZ
002873.SZ,16.74,2020-12-29 09:33:50.900,2020-12-29 10:38:51.690,20201229,128091.SZ
002008.SZ,42.66,2020-12-30 13:07:05.760,2020-12-30 13:07:39.080,20201230,128035.SZ
002497.SZ,19.95,2020-12-30 09:25:00.000,2020-12-30 11:29:51.640,20201230,128065.SZ
002756.SZ,49.29,2020-12-30 09:52:20.330,2020-12-30 10:53:51.940,20201230,128110.SZ
002772.SZ,11.3,2020-12-30 09:35:04.980,2020-12-30 09:35:22.180,20201230,128026.SZ
002284.SZ,7.0,2020-12-31 10:59:58.410,2020-12-31 11:03:45.300,20201231,128023.SZ
002497.SZ,21.95,2020-12-31 09:25:00.000,2020-12-31 15:00:00.000,20201231,128065.SZ
002756.SZ,54.22,2020-12-31 09:43:01.850,2020-12-31 09:43:24.300,20201231,128110.SZ
000700.SZ,6.0,2021-01-04 09:25:00.000,2021-01-04 10:28:35.740,20210104,127004.SZ
000876.SZ,24.64,2021-01-04 13:01:05.420,2021-01-04 13:03:15.540,20210104,127015.SZ
000887.SZ,12.88,2021-01-04 10:54:39.670,2021-01-04 10:58:43.470,20210104,127011.SZ
002100.SZ,11.65,2021-01-04 11:23:18.650,2021-01-04 11:24:13.910,20210104,128030.SZ
002157.SZ,18.74,2021-01-04 10:15:52.860,2021-01-04 10:16:18.290,20210104,128114.SZ
002368.SZ,28.72,2021-01-04 14:00:43.040,2021-01-04 14:01:38.520,20210104,128078.SZ
002460.SZ,111.32,2021-01-04 14:34:50.240,2021-01-04 14:35:23.180,20210104,128028.SZ
002460.SZ,111.32,2021-01-04 14:34:50.240,2021-01-04 14:35:23.180,20210104,128126.SZ
002497.SZ,24.15,2021-01-04 09:25:00.000,2021-01-04 10:56:44.220,20210104,128065.SZ
002548.SZ,8.77,2021-01-04 10:41:46.810,2021-01-04 11:29:56.760,20210104,128036.SZ
002597.SZ,35.67,2021-01-04 10:38:25.090,2021-01-04 14:24:24.050,20210104,128017.SZ
002631.SZ,8.21,2021-01-04 09:45:16.480,2021-01-04 11:29:56.470,20210104,128063.SZ
002756.SZ,59.64,2021-01-04 13:51:23.360,2021-01-04 13:51:30.930,20210104,128110.SZ
000700.SZ,6.6,2021-01-05 09:25:00.000,2021-01-05 11:29:51.790,20210105,127004.SZ
002287.SZ,28.67,2021-01-05 14:37:31.470,2021-01-05 15:00:00.000,20210105,128133.SZ
002497.SZ,26.57,2021-01-05 09:25:00.000,2021-01-05 10:09:41.210,20210105,128065.SZ
002548.SZ,9.65,2021-01-05 09:36:31.750,2021-01-05 11:29:38.570,20210105,128036.SZ
002722.SZ,13.09,2021-01-05 09:31:00.130,2021-01-05 09:31:20.730,20210105,128076.SZ
002738.SZ,30.34,2021-01-05 13:04:11.040,2021-01-05 15:00:00.000,20210105,128111.SZ
002756.SZ,63.8,2021-01-05 13:39:46.060,2021-01-05 13:43:30.920,20210105,128110.SZ
002497.SZ,29.23,2021-01-06 09:25:00.000,2021-01-06 09:32:26.830,20210106,128065.SZ
002503.SZ,2.43,2021-01-06 13:05:57.640,2021-01-06 15:00:00.000,20210106,128100.SZ
002738.SZ,33.37,2021-01-06 09:30:58.080,2021-01-06 09:34:14.000,20210106,128111.SZ
000700.SZ,6.84,2021-01-07 09:54:13.130,2021-01-07 09:59:32.260,20210107,127004.SZ
002548.SZ,10.43,2021-01-07 13:58:34.030,2021-01-07 15:00:00.000,20210107,128036.SZ
002541.SZ,40.17,2021-01-08 13:37:33.200,2021-01-08 15:00:00.000,20210108,128134.SZ
002615.SZ,4.54,2021-01-08 09:32:16.140,2021-01-08 09:32:22.310,20210108,128073.SZ
002717.SZ,3.52,2021-01-08 10:07:51.610,2021-01-08 10:08:09.890,20210108,128044.SZ
000665.SZ,4.77,2021-01-11 13:00:05.750,2021-01-11 13:04:39.540,20210111,127007.SZ
002036.SZ,11.51,2021-01-11 09:30:38.000,2021-01-11 09:57:41.940,20210111,128101.SZ
002541.SZ,44.19,2021-01-11 10:10:06.970,2021-01-11 10:10:42.590,20210111,128134.SZ
002949.SZ,19.8,2021-01-11 10:23:57.970,2021-01-11 10:25:34.270,20210111,128125.SZ
002067.SZ,3.94,2021-01-12 09:32:19.450,2021-01-12 15:00:00.000,20210112,128130.SZ
002541.SZ,47.9,2021-01-12 14:33:30.630,2021-01-12 14:54:25.130,20210112,128134.SZ
002614.SZ,13.67,2021-01-12 09:51:27.790,2021-01-12 09:53:56.380,20210112,128097.SZ
002756.SZ,63.69,2021-01-12 13:30:57.420,2021-01-12 15:00:00.000,20210112,128110.SZ
002360.SZ,8.39,2021-01-13 09:43:09.080,2021-01-13 09:46:11.200,20210113,128103.SZ
002436.SZ,10.55,2021-01-13 10:41:38.370,2021-01-13 11:06:11.960,20210113,128122.SZ
002961.SZ,23.36,2021-01-13 09:30:00.000,2021-01-13 10:22:23.290,20210113,128116.SZ
300752.SZ,58.86,2021-01-13 14:55:58.650,2021-01-13 15:00:00.000,20210113,123074.SZ
000665.SZ,4.8,2021-01-14 13:45:05.140,2021-01-14 13:45:29.200,20210114,127007.SZ
000688.SZ,9.3,2021-01-14 10:40:06.100,2021-01-14 10:40:42.530,20210114,127019.SZ
002002.SZ,3.07,2021-01-14 13:27:30.840,2021-01-14 15:00:00.000,20210114,128085.SZ
002370.SZ,3.38,2021-01-14 09:30:00.000,2021-01-14 10:26:41.500,20210114,128062.SZ
002370.SZ,3.72,2021-01-15 09:25:00.000,2021-01-15 10:37:55.480,20210115,128062.SZ
002873.SZ,17.12,2021-01-15 09:30:39.810,2021-01-15 09:31:13.690,20210115,128091.SZ
002907.SZ,12.19,2021-01-15 14:18:44.700,2021-01-15 15:00:00.000,20210115,128069.SZ
300636.SZ,22.38,2021-01-15 14:01:39.120,2021-01-15 14:35:03.890,20210115,123073.SZ
002067.SZ,4.21,2021-01-18 09:33:47.340,2021-01-18 09:34:48.660,20210118,128130.SZ
002370.SZ,4.09,2021-01-18 14:23:06.780,2021-01-18 15:00:00.000,20210118,128062.SZ
002408.SZ,9.1,2021-01-18 10:23:50.580,2021-01-18 10:23:57.780,20210118,128128.SZ
002649.SZ,9.66,2021-01-18 14:17:31.110,2021-01-18 14:33:16.890,20210118,128057.SZ
002370.SZ,4.5,2021-01-19 09:54:52.620,2021-01-19 09:55:21.780,20210119,128062.SZ
002562.SZ,5.49,2021-01-19 09:56:23.610,2021-01-19 15:00:00.000,20210119,128021.SZ
002707.SZ,5.05,2021-01-19 10:22:48.500,2021-01-19 13:09:12.950,20210119,128022.SZ
300297.SZ,5.22,2021-01-19 10:38:41.320,2021-01-19 15:00:00.000,20210119,123015.SZ
002370.SZ,4.95,2021-01-20 09:30:57.340,2021-01-20 10:38:38.240,20210120,128062.SZ
002510.SZ,4.86,2021-01-20 09:49:41.450,2021-01-20 09:59:11.720,20210120,128090.SZ
002756.SZ,62.0,2021-01-20 14:01:07.310,2021-01-20 15:00:00.000,20210120,128110.SZ
002258.SZ,24.32,2021-01-21 09:52:34.140,2021-01-21 09:54:20.020,20210121,128046.SZ
002370.SZ,5.44,2021-01-21 09:30:00.220,2021-01-21 11:08:26.800,20210121,128062.SZ
002382.SZ,24.39,2021-01-21 13:40:24.570,2021-01-21 15:00:00.000,20210121,128108.SZ
002738.SZ,32.34,2021-01-21 10:23:17.310,2021-01-21 10:23:33.130,20210121,128111.SZ
002949.SZ,22.53,2021-01-21 14:54:31.030,2021-01-21 15:00:00.000,20210121,128125.SZ
002382.SZ,26.83,2021-01-22 14:36:51.780,2021-01-22 14:40:22.890,20210122,128108.SZ
002497.SZ,28.42,2021-01-22 14:26:27.280,2021-01-22 14:30:54.230,20210122,128065.SZ
002279.SZ,4.71,2021-01-25 09:30:00.000,2021-01-25 11:29:49.500,20210125,128015.SZ
002859.SZ,29.57,2021-01-25 11:21:36.990,2021-01-25 14:19:36.990,20210125,128137.SZ
000861.SZ,2.52,2021-01-26 09:39:03.620,2021-01-26 09:39:51.480,20210126,127003.SZ
002174.SZ,13.29,2021-01-27 11:13:07.000,2021-01-27 14:03:26.230,20210127,128074.SZ
002245.SZ,13.14,2021-01-27 13:26:49.660,2021-01-27 15:00:00.000,20210127,128010.SZ
002279.SZ,4.84,2021-01-28 09:41:40.530,2021-01-28 09:42:24.200,20210128,128015.SZ
002455.SZ,6.04,2021-01-28 10:01:25.470,2021-01-28 11:29:15.280,20210128,128093.SZ
002863.SZ,5.58,2021-01-28 13:49:53.240,2021-01-28 15:00:00.000,20210128,128056.SZ
002360.SZ,8.1,2021-01-29 09:25:00.000,2021-01-29 10:55:02.270,20210129,128103.SZ
000703.SZ,14.29,2021-02-01 14:49:47.670,2021-02-01 14:52:22.130,20210201,127022.SZ
002002.SZ,3.18,2021-02-01 09:38:05.320,2021-02-01 09:57:52.410,20210201,128085.SZ
002360.SZ,8.91,2021-02-01 09:25:00.000,2021-02-01 10:21:47.470,20210201,128103.SZ
002382.SZ,26.74,2021-02-01 09:49:51.920,2021-02-01 10:08:46.920,20210201,128108.SZ
002284.SZ,5.65,2021-02-02 11:20:48.170,2021-02-02 11:20:48.700,20210202,128023.SZ
002360.SZ,9.8,2021-02-02 09:32:45.070,2021-02-02 10:38:58.810,20210202,128103.SZ
002557.SZ,67.46,2021-02-02 09:40:08.000,2021-02-02 15:00:00.000,20210202,128135.SZ
002360.SZ,10.78,2021-02-03 09:30:00.000,2021-02-03 10:38:07.280,20210203,128103.SZ
002707.SZ,5.27,2021-02-03 10:27:50.720,2021-02-03 10:28:47.260,20210203,128022.SZ
002738.SZ,33.88,2021-02-03 13:10:16.930,2021-02-03 13:13:25.030,20210203,128111.SZ
002360.SZ,10.99,2021-02-04 09:30:00.260,2021-02-04 10:26:09.550,20210204,128103.SZ
002360.SZ,12.09,2021-02-05 09:30:00.030,2021-02-05 10:41:29.260,20210205,128103.SZ
002455.SZ,5.48,2021-02-05 09:51:39.210,2021-02-05 13:43:27.660,20210205,128093.SZ
002008.SZ,47.85,2021-02-09 13:19:46.380,2021-02-09 13:20:01.710,20210209,128035.SZ
002597.SZ,51.73,2021-02-09 10:04:04.000,2021-02-09 10:18:06.810,20210209,128017.SZ
002649.SZ,9.47,2021-02-09 14:12:16.570,2021-02-09 14:12:22.360,20210209,128057.SZ
